region,date,data_type,values
City of Moonee Valley,2018-06-01,Labour force,72262
City of Moonee Valley,2018-09-01,Unemployment rate %,4.6
City of Moonee Valley,2018-09-01,No. of unemployed,3353
City of Moonee Valley,2018-09-01,Labour force,72359
City of Moonee Valley,2018-12-01,Unemployment rate %,4.4
City of Moonee Valley,2018-12-01,No. of unemployed,3163
City of Moonee Valley,2018-12-01,Labour force,72360
City of Moonee Valley,2019-03-01,Unemployment rate %,4.5
City of Moonee Valley,2019-03-01,No. of unemployed,3304
City of Moonee Valley,2019-03-01,Labour force,72991
City of Moonee Valley,2019-06-01,Unemployment rate %,4.7
City of Moonee Valley,2019-06-01,No. of unemployed,3468
City of Moonee Valley,2019-06-01,Labour force,73673
City of Moonee Valley,2019-09-01,Unemployment rate %,4.8
City of Moonee Valley,2019-09-01,No. of unemployed,3532
City of Moonee Valley,2019-09-01,Labour force,74348
City of Moonee Valley,2019-12-01,Unemployment rate %,4.9
City of Moonee Valley,2019-12-01,No. of unemployed,3686
City of Moonee Valley,2019-12-01,Labour force,75319
