sa2,sa2_name,month,data_type,values
21040,Geelong West - Hamlyn Heights,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.7
21041,Grovedale,2020-05-01,JobSeeker payment recipients,1360
21041,Grovedale,2020-05-01,Youth Allowance recipients,213
21041,Grovedale,2020-05-01,Total JobSeeker and Youth allowance recipients,1573
21041,Grovedale,2020-05-01,Population aged 15-64 y.o.,17899
21041,Grovedale,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.8
21042,Highton,2020-05-01,JobSeeker payment recipients,737
21042,Highton,2020-05-01,Youth Allowance recipients,107
21042,Highton,2020-05-01,Total JobSeeker and Youth allowance recipients,844
21042,Highton,2020-05-01,Population aged 15-64 y.o.,15271
21042,Highton,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,5.5
21043,Lara,2020-05-01,JobSeeker payment recipients,891
21043,Lara,2020-05-01,Youth Allowance recipients,120
21043,Lara,2020-05-01,Total JobSeeker and Youth allowance recipients,1011
21043,Lara,2020-05-01,Population aged 15-64 y.o.,13338
21043,Lara,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,7.6
21044,Leopold,2020-05-01,JobSeeker payment recipients,628
21044,Leopold,2020-05-01,Youth Allowance recipients,71
21044,Leopold,2020-05-01,Total JobSeeker and Youth allowance recipients,699
21044,Leopold,2020-05-01,Population aged 15-64 y.o.,8470
21044,Leopold,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.3
21045,Newcomb - Moolap,2020-05-01,JobSeeker payment recipients,1220
21045,Newcomb - Moolap,2020-05-01,Youth Allowance recipients,164
21045,Newcomb - Moolap,2020-05-01,Total JobSeeker and Youth allowance recipients,1384
21045,Newcomb - Moolap,2020-05-01,Population aged 15-64 y.o.,9288
21045,Newcomb - Moolap,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,14.9
21046,Newtown (Vic.),2020-05-01,JobSeeker payment recipients,358
21046,Newtown (Vic.),2020-05-01,Youth Allowance recipients,39
21046,Newtown (Vic.),2020-05-01,Total JobSeeker and Youth allowance recipients,397
21046,Newtown (Vic.),2020-05-01,Population aged 15-64 y.o.,6815
21046,Newtown (Vic.),2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,5.8
21047,North Geelong - Bell Park,2020-05-01,JobSeeker payment recipients,995
21047,North Geelong - Bell Park,2020-05-01,Youth Allowance recipients,117
21047,North Geelong - Bell Park,2020-05-01,Total JobSeeker and Youth allowance recipients,1112
21047,North Geelong - Bell Park,2020-05-01,Population aged 15-64 y.o.,9408
21047,North Geelong - Bell Park,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,11.8
21048,Clifton Springs,2020-05-01,JobSeeker payment recipients,860
21048,Clifton Springs,2020-05-01,Youth Allowance recipients,98
21048,Clifton Springs,2020-05-01,Total JobSeeker and Youth allowance recipients,958
21048,Clifton Springs,2020-05-01,Population aged 15-64 y.o.,8599
21048,Clifton Springs,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,11.1
21049,Lorne - Anglesea,2020-05-01,JobSeeker payment recipients,266
21049,Lorne - Anglesea,2020-05-01,Youth Allowance recipients,29
21049,Lorne - Anglesea,2020-05-01,Total JobSeeker and Youth allowance recipients,295
21049,Lorne - Anglesea,2020-05-01,Population aged 15-64 y.o.,3135
21049,Lorne - Anglesea,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.4
21050,Ocean Grove - Barwon Heads,2020-05-01,JobSeeker payment recipients,1113
21050,Ocean Grove - Barwon Heads,2020-05-01,Youth Allowance recipients,110
21050,Ocean Grove - Barwon Heads,2020-05-01,Total JobSeeker and Youth allowance recipients,1223
21050,Ocean Grove - Barwon Heads,2020-05-01,Population aged 15-64 y.o.,16098
21050,Ocean Grove - Barwon Heads,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,7.6
21051,Portarlington,2020-05-01,JobSeeker payment recipients,587
21051,Portarlington,2020-05-01,Youth Allowance recipients,49
21051,Portarlington,2020-05-01,Total JobSeeker and Youth allowance recipients,636
21051,Portarlington,2020-05-01,Population aged 15-64 y.o.,4084
21051,Portarlington,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,15.6
21052,Point Lonsdale - Queenscliff,2020-05-01,JobSeeker payment recipients,157
21052,Point Lonsdale - Queenscliff,2020-05-01,Youth Allowance recipients,17
21052,Point Lonsdale - Queenscliff,2020-05-01,Total JobSeeker and Youth allowance recipients,174
21052,Point Lonsdale - Queenscliff,2020-05-01,Population aged 15-64 y.o.,2135
21052,Point Lonsdale - Queenscliff,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.1
21053,Torquay,2020-05-01,JobSeeker payment recipients,903
21053,Torquay,2020-05-01,Youth Allowance recipients,100
21053,Torquay,2020-05-01,Total JobSeeker and Youth allowance recipients,1003
21053,Torquay,2020-05-01,Population aged 15-64 y.o.,12889
21053,Torquay,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,7.8
21054,Alexandra,2020-05-01,JobSeeker payment recipients,426
21054,Alexandra,2020-05-01,Youth Allowance recipients,36
21054,Alexandra,2020-05-01,Total JobSeeker and Youth allowance recipients,462
21054,Alexandra,2020-05-01,Population aged 15-64 y.o.,3717
21054,Alexandra,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,12.4
21055,Euroa,2020-05-01,JobSeeker payment recipients,353
21055,Euroa,2020-05-01,Youth Allowance recipients,36
21055,Euroa,2020-05-01,Total JobSeeker and Youth allowance recipients,389
21055,Euroa,2020-05-01,Population aged 15-64 y.o.,3520
21055,Euroa,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,11.1
21056,Kilmore - Broadford,2020-05-01,JobSeeker payment recipients,877
21056,Kilmore - Broadford,2020-05-01,Youth Allowance recipients,95
21056,Kilmore - Broadford,2020-05-01,Total JobSeeker and Youth allowance recipients,972
21056,Kilmore - Broadford,2020-05-01,Population aged 15-64 y.o.,9472
21056,Kilmore - Broadford,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.3
21057,Mansfield (Vic.),2020-05-01,JobSeeker payment recipients,471
21057,Mansfield (Vic.),2020-05-01,Youth Allowance recipients,34
21057,Mansfield (Vic.),2020-05-01,Total JobSeeker and Youth allowance recipients,505
21057,Mansfield (Vic.),2020-05-01,Population aged 15-64 y.o.,5413
21057,Mansfield (Vic.),2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.3
21058,Nagambie,2020-05-01,JobSeeker payment recipients,240
21058,Nagambie,2020-05-01,Youth Allowance recipients,16
21058,Nagambie,2020-05-01,Total JobSeeker and Youth allowance recipients,256
21058,Nagambie,2020-05-01,Population aged 15-64 y.o.,2508
21058,Nagambie,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.2
21059,Seymour,2020-05-01,JobSeeker payment recipients,555
21059,Seymour,2020-05-01,Youth Allowance recipients,71
21059,Seymour,2020-05-01,Total JobSeeker and Youth allowance recipients,626
21059,Seymour,2020-05-01,Population aged 15-64 y.o.,4079
21059,Seymour,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,15.3
21060,Seymour Region,2020-05-01,JobSeeker payment recipients,174
21060,Seymour Region,2020-05-01,Youth Allowance recipients,15
21060,Seymour Region,2020-05-01,Total JobSeeker and Youth allowance recipients,189
21060,Seymour Region,2020-05-01,Population aged 15-64 y.o.,2999
21060,Seymour Region,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,6.3
21062,Yea,2020-05-01,JobSeeker payment recipients,254
21062,Yea,2020-05-01,Youth Allowance recipients,27
21062,Yea,2020-05-01,Total JobSeeker and Youth allowance recipients,281
21062,Yea,2020-05-01,Population aged 15-64 y.o.,2120
21062,Yea,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,13.3
21063,Benalla,2020-05-01,JobSeeker payment recipients,607
21063,Benalla,2020-05-01,Youth Allowance recipients,82
21063,Benalla,2020-05-01,Total JobSeeker and Youth allowance recipients,689
21063,Benalla,2020-05-01,Population aged 15-64 y.o.,5925
21063,Benalla,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,11.6
21064,Benalla Region,2020-05-01,JobSeeker payment recipients,215
21064,Benalla Region,2020-05-01,Youth Allowance recipients,15
21064,Benalla Region,2020-05-01,Total JobSeeker and Youth allowance recipients,230
21064,Benalla Region,2020-05-01,Population aged 15-64 y.o.,2207
21064,Benalla Region,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.4
21065,Rutherglen,2020-05-01,JobSeeker payment recipients,200
21065,Rutherglen,2020-05-01,Youth Allowance recipients,17
21065,Rutherglen,2020-05-01,Total JobSeeker and Youth allowance recipients,217
21065,Rutherglen,2020-05-01,Population aged 15-64 y.o.,2403
21065,Rutherglen,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9
21066,Wangaratta,2020-05-01,JobSeeker payment recipients,1097
21066,Wangaratta,2020-05-01,Youth Allowance recipients,179
21066,Wangaratta,2020-05-01,Total JobSeeker and Youth allowance recipients,1276
21066,Wangaratta,2020-05-01,Population aged 15-64 y.o.,11311
21066,Wangaratta,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,11.3
21067,Wangaratta Region,2020-05-01,JobSeeker payment recipients,382
21067,Wangaratta Region,2020-05-01,Youth Allowance recipients,32
21067,Wangaratta Region,2020-05-01,Total JobSeeker and Youth allowance recipients,414
21067,Wangaratta Region,2020-05-01,Population aged 15-64 y.o.,5883
21067,Wangaratta Region,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,7
21068,Beechworth,2020-05-01,JobSeeker payment recipients,224
21068,Beechworth,2020-05-01,Youth Allowance recipients,26
21068,Beechworth,2020-05-01,Total JobSeeker and Youth allowance recipients,250
21068,Beechworth,2020-05-01,Population aged 15-64 y.o.,2875
21068,Beechworth,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.7
21069,Bright - Mount Beauty,2020-05-01,JobSeeker payment recipients,486
21069,Bright - Mount Beauty,2020-05-01,Youth Allowance recipients,51
21069,Bright - Mount Beauty,2020-05-01,Total JobSeeker and Youth allowance recipients,537
21069,Bright - Mount Beauty,2020-05-01,Population aged 15-64 y.o.,5074
21069,Bright - Mount Beauty,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.6
21070,Chiltern - Indigo Valley,2020-05-01,JobSeeker payment recipients,167
21070,Chiltern - Indigo Valley,2020-05-01,Youth Allowance recipients,16
21070,Chiltern - Indigo Valley,2020-05-01,Total JobSeeker and Youth allowance recipients,183
21070,Chiltern - Indigo Valley,2020-05-01,Population aged 15-64 y.o.,2005
21070,Chiltern - Indigo Valley,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.1
21071,Myrtleford,2020-05-01,JobSeeker payment recipients,263
21071,Myrtleford,2020-05-01,Youth Allowance recipients,19
21071,Myrtleford,2020-05-01,Total JobSeeker and Youth allowance recipients,282
21071,Myrtleford,2020-05-01,Population aged 15-64 y.o.,2869
21071,Myrtleford,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.8
21072,Towong,2020-05-01,JobSeeker payment recipients,307
21072,Towong,2020-05-01,Youth Allowance recipients,20
21072,Towong,2020-05-01,Total JobSeeker and Youth allowance recipients,327
21072,Towong,2020-05-01,Population aged 15-64 y.o.,3439
21072,Towong,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.5
21073,West Wodonga,2020-05-01,JobSeeker payment recipients,805
21073,West Wodonga,2020-05-01,Youth Allowance recipients,139
21073,West Wodonga,2020-05-01,Total JobSeeker and Youth allowance recipients,944
21073,West Wodonga,2020-05-01,Population aged 15-64 y.o.,9902
21073,West Wodonga,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.5
21074,Wodonga,2020-05-01,JobSeeker payment recipients,1593
21074,Wodonga,2020-05-01,Youth Allowance recipients,271
21074,Wodonga,2020-05-01,Total JobSeeker and Youth allowance recipients,1864
21074,Wodonga,2020-05-01,Population aged 15-64 y.o.,16628
21074,Wodonga,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,11.2
21075,Yackandandah,2020-05-01,JobSeeker payment recipients,153
21075,Yackandandah,2020-05-01,Youth Allowance recipients,13
21075,Yackandandah,2020-05-01,Total JobSeeker and Youth allowance recipients,166
21075,Yackandandah,2020-05-01,Population aged 15-64 y.o.,2823
21075,Yackandandah,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,5.9
21076,Drouin,2020-05-01,JobSeeker payment recipients,1036
21076,Drouin,2020-05-01,Youth Allowance recipients,118
21076,Drouin,2020-05-01,Total JobSeeker and Youth allowance recipients,1154
21076,Drouin,2020-05-01,Population aged 15-64 y.o.,10733
21076,Drouin,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.8
21077,Mount Baw Baw Region,2020-05-01,JobSeeker payment recipients,338
21077,Mount Baw Baw Region,2020-05-01,Youth Allowance recipients,27
21077,Mount Baw Baw Region,2020-05-01,Total JobSeeker and Youth allowance recipients,365
21077,Mount Baw Baw Region,2020-05-01,Population aged 15-64 y.o.,3738
21077,Mount Baw Baw Region,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.8
21078,Trafalgar (Vic.),2020-05-01,JobSeeker payment recipients,372
21078,Trafalgar (Vic.),2020-05-01,Youth Allowance recipients,39
21078,Trafalgar (Vic.),2020-05-01,Total JobSeeker and Youth allowance recipients,411
21078,Trafalgar (Vic.),2020-05-01,Population aged 15-64 y.o.,4886
21078,Trafalgar (Vic.),2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.4
21079,Warragul,2020-05-01,JobSeeker payment recipients,963
21079,Warragul,2020-05-01,Youth Allowance recipients,149
21079,Warragul,2020-05-01,Total JobSeeker and Youth allowance recipients,1112
21079,Warragul,2020-05-01,Population aged 15-64 y.o.,12186
21079,Warragul,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.1
21081,Bairnsdale,2020-05-01,JobSeeker payment recipients,1013
21081,Bairnsdale,2020-05-01,Youth Allowance recipients,181
21081,Bairnsdale,2020-05-01,Total JobSeeker and Youth allowance recipients,1194
21081,Bairnsdale,2020-05-01,Population aged 15-64 y.o.,8851
21081,Bairnsdale,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,13.5
21082,Bruthen - Omeo,2020-05-01,JobSeeker payment recipients,466
21082,Bruthen - Omeo,2020-05-01,Youth Allowance recipients,36
21082,Bruthen - Omeo,2020-05-01,Total JobSeeker and Youth allowance recipients,502
21082,Bruthen - Omeo,2020-05-01,Population aged 15-64 y.o.,4715
21082,Bruthen - Omeo,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.6
21084,Lakes Entrance,2020-05-01,JobSeeker payment recipients,904
21084,Lakes Entrance,2020-05-01,Youth Allowance recipients,82
21084,Lakes Entrance,2020-05-01,Total JobSeeker and Youth allowance recipients,986
21084,Lakes Entrance,2020-05-01,Population aged 15-64 y.o.,5448
21084,Lakes Entrance,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,18.1
21085,Orbost,2020-05-01,JobSeeker payment recipients,606
21085,Orbost,2020-05-01,Youth Allowance recipients,49
21085,Orbost,2020-05-01,Total JobSeeker and Youth allowance recipients,655
21085,Orbost,2020-05-01,Population aged 15-64 y.o.,3571
21085,Orbost,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,18.3
21086,Paynesville,2020-05-01,JobSeeker payment recipients,407
21086,Paynesville,2020-05-01,Youth Allowance recipients,41
21086,Paynesville,2020-05-01,Total JobSeeker and Youth allowance recipients,448
21086,Paynesville,2020-05-01,Population aged 15-64 y.o.,3303
21086,Paynesville,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,13.6
21087,Foster,2020-05-01,JobSeeker payment recipients,536
21087,Foster,2020-05-01,Youth Allowance recipients,42
21087,Foster,2020-05-01,Total JobSeeker and Youth allowance recipients,578
21087,Foster,2020-05-01,Population aged 15-64 y.o.,5001
21087,Foster,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,11.6
21089,Korumburra,2020-05-01,JobSeeker payment recipients,505
21089,Korumburra,2020-05-01,Youth Allowance recipients,47
21089,Korumburra,2020-05-01,Total JobSeeker and Youth allowance recipients,552
21089,Korumburra,2020-05-01,Population aged 15-64 y.o.,5713
21089,Korumburra,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.7
21090,Leongatha,2020-05-01,JobSeeker payment recipients,497
21090,Leongatha,2020-05-01,Youth Allowance recipients,57
21090,Leongatha,2020-05-01,Total JobSeeker and Youth allowance recipients,554
21090,Leongatha,2020-05-01,Population aged 15-64 y.o.,6559
21090,Leongatha,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.4
21091,Phillip Island,2020-05-01,JobSeeker payment recipients,949
21091,Phillip Island,2020-05-01,Youth Allowance recipients,80
21091,Phillip Island,2020-05-01,Total JobSeeker and Youth allowance recipients,1029
21091,Phillip Island,2020-05-01,Population aged 15-64 y.o.,6405
21091,Phillip Island,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,16.1
21093,Wonthaggi - Inverloch,2020-05-01,JobSeeker payment recipients,1744
21093,Wonthaggi - Inverloch,2020-05-01,Youth Allowance recipients,182
21093,Wonthaggi - Inverloch,2020-05-01,Total JobSeeker and Youth allowance recipients,1926
21093,Wonthaggi - Inverloch,2020-05-01,Population aged 15-64 y.o.,13287
21093,Wonthaggi - Inverloch,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,14.5
21094,Churchill,2020-05-01,JobSeeker payment recipients,775
21094,Churchill,2020-05-01,Youth Allowance recipients,97
21094,Churchill,2020-05-01,Total JobSeeker and Youth allowance recipients,872
21094,Churchill,2020-05-01,Population aged 15-64 y.o.,7496
21094,Churchill,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,11.6
21095,Moe - Newborough,2020-05-01,JobSeeker payment recipients,1615
21095,Moe - Newborough,2020-05-01,Youth Allowance recipients,195
21095,Moe - Newborough,2020-05-01,Total JobSeeker and Youth allowance recipients,1810
21095,Moe - Newborough,2020-05-01,Population aged 15-64 y.o.,10323
21095,Moe - Newborough,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,17.5
21096,Morwell,2020-05-01,JobSeeker payment recipients,1753
21096,Morwell,2020-05-01,Youth Allowance recipients,228
21096,Morwell,2020-05-01,Total JobSeeker and Youth allowance recipients,1981
21096,Morwell,2020-05-01,Population aged 15-64 y.o.,8557
21096,Morwell,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,23.2
21097,Traralgon,2020-05-01,JobSeeker payment recipients,1673
21097,Traralgon,2020-05-01,Youth Allowance recipients,263
21097,Traralgon,2020-05-01,Total JobSeeker and Youth allowance recipients,1936
21097,Traralgon,2020-05-01,Population aged 15-64 y.o.,17796
21097,Traralgon,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.9
21098,Yallourn North - Glengarry,2020-05-01,JobSeeker payment recipients,257
21098,Yallourn North - Glengarry,2020-05-01,Youth Allowance recipients,26
21098,Yallourn North - Glengarry,2020-05-01,Total JobSeeker and Youth allowance recipients,283
21098,Yallourn North - Glengarry,2020-05-01,Population aged 15-64 y.o.,3066
21098,Yallourn North - Glengarry,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.2
21100,Longford - Loch Sport,2020-05-01,JobSeeker payment recipients,361
21100,Longford - Loch Sport,2020-05-01,Youth Allowance recipients,25
21100,Longford - Loch Sport,2020-05-01,Total JobSeeker and Youth allowance recipients,386
21100,Longford - Loch Sport,2020-05-01,Population aged 15-64 y.o.,2643
21100,Longford - Loch Sport,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,14.6
21101,Maffra,2020-05-01,JobSeeker payment recipients,783
21101,Maffra,2020-05-01,Youth Allowance recipients,93
21101,Maffra,2020-05-01,Total JobSeeker and Youth allowance recipients,876
21101,Maffra,2020-05-01,Population aged 15-64 y.o.,8566
21101,Maffra,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,10.2
21102,Rosedale,2020-05-01,JobSeeker payment recipients,239
21102,Rosedale,2020-05-01,Youth Allowance recipients,16
21102,Rosedale,2020-05-01,Total JobSeeker and Youth allowance recipients,255
21102,Rosedale,2020-05-01,Population aged 15-64 y.o.,3328
21102,Rosedale,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,7.7
21103,Sale,2020-05-01,JobSeeker payment recipients,1009
21103,Sale,2020-05-01,Youth Allowance recipients,180
21103,Sale,2020-05-01,Total JobSeeker and Youth allowance recipients,1189
21103,Sale,2020-05-01,Population aged 15-64 y.o.,9340
21103,Sale,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,12.7
21104,Yarram,2020-05-01,JobSeeker payment recipients,385
21104,Yarram,2020-05-01,Youth Allowance recipients,27
21104,Yarram,2020-05-01,Total JobSeeker and Youth allowance recipients,412
21104,Yarram,2020-05-01,Population aged 15-64 y.o.,3184
21104,Yarram,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,12.9
21105,Brunswick,2020-05-01,JobSeeker payment recipients,2008
21105,Brunswick,2020-05-01,Youth Allowance recipients,93
21105,Brunswick,2020-05-01,Total JobSeeker and Youth allowance recipients,2101
21105,Brunswick,2020-05-01,Population aged 15-64 y.o.,23201
21105,Brunswick,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.1
21106,Brunswick East,2020-05-01,JobSeeker payment recipients,844
21106,Brunswick East,2020-05-01,Youth Allowance recipients,53
21106,Brunswick East,2020-05-01,Total JobSeeker and Youth allowance recipients,897
21106,Brunswick East,2020-05-01,Population aged 15-64 y.o.,10633
21106,Brunswick East,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8.4
21107,Brunswick West,2020-05-01,JobSeeker payment recipients,1021
21107,Brunswick West,2020-05-01,Youth Allowance recipients,71
21107,Brunswick West,2020-05-01,Total JobSeeker and Youth allowance recipients,1092
21107,Brunswick West,2020-05-01,Population aged 15-64 y.o.,11399
21107,Brunswick West,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.6
21108,Coburg,2020-05-01,JobSeeker payment recipients,1825
21108,Coburg,2020-05-01,Youth Allowance recipients,131
21108,Coburg,2020-05-01,Total JobSeeker and Youth allowance recipients,1956
21108,Coburg,2020-05-01,Population aged 15-64 y.o.,20354
21108,Coburg,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.6
21109,Pascoe Vale South,2020-05-01,JobSeeker payment recipients,477
21109,Pascoe Vale South,2020-05-01,Youth Allowance recipients,37
21109,Pascoe Vale South,2020-05-01,Total JobSeeker and Youth allowance recipients,514
21109,Pascoe Vale South,2020-05-01,Population aged 15-64 y.o.,7350
21109,Pascoe Vale South,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,7
21110,Alphington - Fairfield,2020-05-01,JobSeeker payment recipients,466
21110,Alphington - Fairfield,2020-05-01,Youth Allowance recipients,23
21110,Alphington - Fairfield,2020-05-01,Total JobSeeker and Youth allowance recipients,489
21110,Alphington - Fairfield,2020-05-01,Population aged 15-64 y.o.,7036
21110,Alphington - Fairfield,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,6.9
21111,Northcote,2020-05-01,JobSeeker payment recipients,1513
21111,Northcote,2020-05-01,Youth Allowance recipients,64
21111,Northcote,2020-05-01,Total JobSeeker and Youth allowance recipients,1577
21111,Northcote,2020-05-01,Population aged 15-64 y.o.,19809
21111,Northcote,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,8
21112,Thornbury,2020-05-01,JobSeeker payment recipients,1330
21112,Thornbury,2020-05-01,Youth Allowance recipients,58
21112,Thornbury,2020-05-01,Total JobSeeker and Youth allowance recipients,1388
21112,Thornbury,2020-05-01,Population aged 15-64 y.o.,14486
21112,Thornbury,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9.6
21113,Ascot Vale,2020-05-01,JobSeeker payment recipients,980
21113,Ascot Vale,2020-05-01,Youth Allowance recipients,67
21113,Ascot Vale,2020-05-01,Total JobSeeker and Youth allowance recipients,1047
21113,Ascot Vale,2020-05-01,Population aged 15-64 y.o.,11570
21113,Ascot Vale,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,9
21114,Essendon - Aberfeldie,2020-05-01,JobSeeker payment recipients,1199
21114,Essendon - Aberfeldie,2020-05-01,Youth Allowance recipients,68
21114,Essendon - Aberfeldie,2020-05-01,Total JobSeeker and Youth allowance recipients,1267
21114,Essendon - Aberfeldie,2020-05-01,Population aged 15-64 y.o.,21515
21114,Essendon - Aberfeldie,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,5.9
21115,Flemington,2020-05-01,JobSeeker payment recipients,923
21115,Flemington,2020-05-01,Youth Allowance recipients,74
21115,Flemington,2020-05-01,Total JobSeeker and Youth allowance recipients,997
21115,Flemington,2020-05-01,Population aged 15-64 y.o.,8517
21115,Flemington,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,11.7
21116,Moonee Ponds,2020-05-01,JobSeeker payment recipients,722
21116,Moonee Ponds,2020-05-01,Youth Allowance recipients,30
21116,Moonee Ponds,2020-05-01,Total JobSeeker and Youth allowance recipients,752
21116,Moonee Ponds,2020-05-01,Population aged 15-64 y.o.,10966
21116,Moonee Ponds,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,6.9
21117,Carlton,2020-05-01,JobSeeker payment recipients,1091
21117,Carlton,2020-05-01,Youth Allowance recipients,47
21117,Carlton,2020-05-01,Total JobSeeker and Youth allowance recipients,1138
21117,Carlton,2020-05-01,Population aged 15-64 y.o.,20767
21117,Carlton,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,5.5
21118,Docklands,2020-05-01,JobSeeker payment recipients,511
21118,Docklands,2020-05-01,Youth Allowance recipients,16
21118,Docklands,2020-05-01,Total JobSeeker and Youth allowance recipients,527
21118,Docklands,2020-05-01,Population aged 15-64 y.o.,12909
21118,Docklands,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,4.1
21119,East Melbourne,2020-05-01,JobSeeker payment recipients,206
21119,East Melbourne,2020-05-01,Youth Allowance recipients,5
21119,East Melbourne,2020-05-01,Total JobSeeker and Youth allowance recipients,211
21119,East Melbourne,2020-05-01,Population aged 15-64 y.o.,4371
21119,East Melbourne,2020-05-01,Percentage aged 15-64 y.o. on either JobSeeker or Youth Allowance,4.8
21121,Kensington (Vic.),2020-05-01,JobSeeker payment recipients,645
21121,Kensington (Vic.),2020-05-01,Youth Allowance recipients,34
